FEN,REAL,SYNTHETIC
rn2r1k1/p1q2ppp/2pb1p2/1p1P4/2B5/1Q5P/PPP2PP1/R1B2RK1,game12_frame_019844.png,game12_frame_019844.png
rn2r1k1/p1q2ppp/2pb1p2/1p1P4/8/1Q1B3P/PPP2PP1/R1B2RK1,game12_frame_020188.png,game12_frame_020188.png
rn2r1k1/2q2ppp/p1pb1p2/1p1P4/8/1Q1B3P/PPP2PP1/R1B2RK1,game12_frame_021928.png,game12_frame_021928.png
rn2r1k1/2q2ppp/p1pb1p2/1p1P4/P7/1Q1B3P/1PP2PP1/R1B2RK1,game12_frame_022312.png,game12_frame_022312.png
r3r1k1/2qn1ppp/p1pb1p2/1p1P4/P7/1Q1B3P/1PP2PP1/R1B2RK1,game12_frame_022748.png,game12_frame_022748.png
r3r1k1/2qn1ppp/p1Pb1p2/1p6/P7/1Q1B3P/1PP2PP1/R1B2RK1,game12_frame_023228.png,game12_frame_023228.png
r3r1k1/2q2ppp/p1Pb1p2/1pn5/P7/1Q1B3P/1PP2PP1/R1B2RK1,game12_frame_024492.png,game12_frame_024492.png
r3r1k1/2q2ppp/p1Pb1p2/1pnQ4/P7/3B3P/1PP2PP1/R1B2RK1,game12_frame_025208.png,game12_frame_025208.png
r3r1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3n3P/1PP2PP1/R1B2RK1,game12_frame_025796.png,game12_frame_025796.png
r3r1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3P3P/1P3PP1/R1B2RK1,game12_frame_025992.png,game12_frame_025992.png
3rr1k1/2q2ppp/p1Pb1p2/1p1Q4/P7/3P3P/1P3PP1/R1B2RK1,game12_frame_026228.png,game12_frame_026228.png
3rr1k1/2q2ppp/p1Pb1p2/1p5Q/P7/3P3P/1P3PP1/R1B2RK1,game12_frame_026664.png,game12_frame_026664.png
3rr1k1/2q2p1p/p1Pb1pp1/1p5Q/P7/3P3P/1P3PP1/R1B2RK1,game12_frame_028000.png,game12_frame_028000.png
3rr1k1/2q2p1p/p1Pb1pp1/1p6/P7/3P1Q1P/1P3PP1/R1B2RK1,game12_frame_028164.png,game12_frame_028164.png
2r1r1k1/2q2p1p/p1Pb1pp1/1p6/P7/3P1Q1P/1P3PP1/R1B2RK1,game12_frame_028664.png,game12_frame_028664.png
2r1r1k1/2q2p1p/p1Pb1pp1/1P6/8/3P1Q1P/1P3PP1/R1B2RK1,game12_frame_028812.png,game12_frame_028812.png
2r1r1k1/2q2p1p/2Pb1pp1/1p6/8/3P1Q1P/1P3PP1/R1B2RK1,game12_frame_028944.png,game12_frame_028944.png
2r1r1k1/2q2p1p/2Pb1Qp1/1p6/8/3P3P/1P3PP1/R1B2RK1,game12_frame_029348.png,game12_frame_029348.png
2r1r1k1/5p1p/2qb1Qp1/1p6/8/3P3P/1P3PP1/R1B2RK1,game12_frame_029660.png,game12_frame_029660.png
2r1r1k1/5p1p/2qb2p1/1p6/3Q4/3P3P/1P3PP1/R1B2RK1,game12_frame_029896.png,game12_frame_029896.png
3rr1k1/5p1p/2qb2p1/1p6/3Q4/3P3P/1P3PP1/R1B2RK1,game12_frame_030372.png,game12_frame_030372.png
3rr1k1/5p1p/2qb2p1/1p6/7Q/3P3P/1P3PP1/R1B2RK1,game12_frame_030996.png,game12_frame_030996.png
3rr1k1/5p1p/3b2p1/1p1q4/7Q/3P3P/1P3PP1/R1B2RK1,game12_frame_031568.png,game12_frame_031568.png
3rr1k1/5p1p/3b2p1/1p1q2B1/7Q/3P3P/1P3PP1/R4RK1,game12_frame_031892.png,game12_frame_031892.png
3rr1k1/5p1p/3b2p1/1p2q1B1/7Q/3P3P/1P3PP1/R4RK1,game12_frame_032288.png,game12_frame_032288.png
3rr1k1/5p1p/3b2p1/1p2q1B1/5P1Q/3P3P/1P4P1/R4RK1,game12_frame_032500.png,game12_frame_032500.png
3rr1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4RK1,game12_frame_032748.png,game12_frame_032748.png
3rr1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4R1K,game12_frame_032872.png,game12_frame_032872.png
2r1r1k1/5p1p/3b2p1/1p4B1/3q1P1Q/3P3P/1P4P1/R4R1K,game12_frame_033124.png,game12_frame_033124.png
2r1r1k1/5p1p/3b1Bp1/1p6/3q1P1Q/3P3P/1P4P1/R4R1K,game12_frame_033180.png,game12_frame_033180.png
2r1rbk1/5p1p/5Bp1/1p6/3q1P1Q/3P3P/1P4P1/R4R1K,game12_frame_034368.png,game12_frame_034368.png
2r1rbk1/5p1p/6p1/1p6/3B1P1Q/3P3P/1P4P1/R4R1K,game12_frame_034472.png,game12_frame_034472.png
